"","Path","Filename","HiF","LoF","SppAccp","Prob","calls.sec","X1st","X.Spp","X.Prob","source"
"4187","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_095901-noID.wav","IRON05_20210730_095901-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4188","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_095918-noID.wav","IRON05_20210730_095918-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4189","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_095935-noID.wav","IRON05_20210730_095935-noID.wav",NA,1,"",NA,61.23,"Laci","Laci","0.9460","v.4.4.5"
"4190","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_095952-noID.wav","IRON05_20210730_095952-noID.wav",NA,1,"",NA,77.74,"Laci","Laci","0.9422","v.4.4.5"
"4191","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100009-noID.wav","IRON05_20210730_100009-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4192","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100026-noID.wav","IRON05_20210730_100026-noID.wav",NA,1,"",NA,68.21,"","","NaN/NaN","v.4.4.5"
"4193","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100043-noID.wav","IRON05_20210730_100043-noID.wav",NA,1,"",NA,61.85,"","","NaN/NaN","v.4.4.5"
"4194","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100100-noID.wav","IRON05_20210730_100100-noID.wav",NA,1,"",NA,62.9,"Laci","Laci","0.9962","v.4.4.5"
"4195","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100117-noID.wav","IRON05_20210730_100117-noID.wav",NA,1,"",NA,63.09,"","","NaN/NaN","v.4.4.5"
"4196","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100134-LoF.wav","IRON05_20210730_100134-LoF.wav",NA,1,"",NA,68.5,"","","NaN/NaN","v.4.4.5"
"4197","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100151-noID.wav","IRON05_20210730_100151-noID.wav",NA,1,"",NA,39.18,"","","NaN/NaN","v.4.4.5"
"4198","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100208-noID.wav","IRON05_20210730_100208-noID.wav",NA,1,"",NA,57.31,"","","NaN/NaN","v.4.4.5"
"4199","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100225-noID.wav","IRON05_20210730_100225-noID.wav",NA,1,"",NA,29.44,"Laci","Laci","0.9514","v.4.4.5"
"4200","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100242-noID.wav","IRON05_20210730_100242-noID.wav",NA,1,"",NA,63.48,"Laci","Laci","0.9582","v.4.4.5"
"4201","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100259-noID.wav","IRON05_20210730_100259-noID.wav",NA,1,"",NA,60.52,"","","NaN/NaN","v.4.4.5"
"4202","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100316-noID.wav","IRON05_20210730_100316-noID.wav",NA,NA,"",NA,64.66,"","","","v.4.4.5"
"4203","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100333-LoF.wav","IRON05_20210730_100333-LoF.wav",NA,1,"",NA,64.97,"Laci","Laci","0.9981","v.4.4.5"
"4204","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100350-LoF.wav","IRON05_20210730_100350-LoF.wav",NA,1,"",NA,61.23,"","","NaN/NaN","v.4.4.5"
"4205","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100407-LoF.wav","IRON05_20210730_100407-LoF.wav",NA,1,"",NA,64.66,"","","NaN/NaN","v.4.4.5"
"4206","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100424-noID.wav","IRON05_20210730_100424-noID.wav",NA,NA,"",NA,72.07,"","","","v.4.4.5"
"4207","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100441-Laci.wav","IRON05_20210730_100441-Laci.wav",NA,1,"",NA,60.69,"Laci","Laci","0.9246","v.4.4.5"
"4208","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100458-noID.wav","IRON05_20210730_100458-noID.wav",NA,1,"",NA,58.97,"","","NaN/NaN","v.4.4.5"
"4209","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100515-Laci.wav","IRON05_20210730_100515-Laci.wav",NA,1,"",NA,63.71,"","","NaN/NaN","v.4.4.5"
"4210","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100532-Laci.wav","IRON05_20210730_100532-Laci.wav",NA,NA,"",NA,60.69,"","","","v.4.4.5"
"4211","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100549-LoF.wav","IRON05_20210730_100549-LoF.wav",NA,1,"",NA,62.61,"","","NaN/NaN","v.4.4.5"
"4212","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100606-Laci.wav","IRON05_20210730_100606-Laci.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4213","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100623-noID.wav","IRON05_20210730_100623-noID.wav",NA,1,"",NA,46.54,"","","NaN/NaN","v.4.4.5"
"4214","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100640-noID.wav","IRON05_20210730_100640-noID.wav",NA,1,"",NA,71.33,"Laci","Laci","0.9395","v.4.4.5"
"4215","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100657-Laci.wav","IRON05_20210730_100657-Laci.wav",NA,1,"Laci",1,62.63,"Laci","","","v.4.4.5"
"4216","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100714-Laci.wav","IRON05_20210730_100714-Laci.wav",NA,1,"",NA,66.53,"Laci","Laci","0.9997","v.4.4.5"
"4217","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100731-Laci.wav","IRON05_20210730_100731-Laci.wav",NA,1,"Laci",1,40.42,"Laci","","","v.4.4.5"
"4218","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100748-Laci.wav","IRON05_20210730_100748-Laci.wav",NA,1,"",NA,32.59,"Laci","Laci","0.9999","v.4.4.5"
"4219","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100805-Laci.wav","IRON05_20210730_100805-Laci.wav",NA,1,"",NA,52.45,"Laci","Laci","1.0000","v.4.4.5"
"4220","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100822-noID.wav","IRON05_20210730_100822-noID.wav",NA,1,"",NA,12.29,"Laci","Laci","0.9525","v.4.4.5"
"4221","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100839-noID.wav","IRON05_20210730_100839-noID.wav",NA,NA,"",NA,64.06,"Laci","Laci","0.9311","v.4.4.5"
"4222","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100856-noID.wav","IRON05_20210730_100856-noID.wav",NA,NA,"",NA,67.17,"Laci","Laci","0.9543","v.4.4.5"
"4223","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100913-Laci.wav","IRON05_20210730_100913-Laci.wav",NA,1,"",NA,68.5,"Laci","Laci","0.9442","v.4.4.5"
"4224","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100930-LoF.wav","IRON05_20210730_100930-LoF.wav",NA,NA,"",NA,11.09,"","","","v.4.4.5"
"4225","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_100947-noID.wav","IRON05_20210730_100947-noID.wav",NA,1,"",NA,66.32,"","","NaN/NaN","v.4.4.5"
"4226","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101004-noID.wav","IRON05_20210730_101004-noID.wav",NA,NA,"",NA,69.89,"","","","v.4.4.5"
"4227","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101021-noID.wav","IRON05_20210730_101021-noID.wav",NA,1,"",NA,67.83,"Laci","Laci","0.9953","v.4.4.5"
"4228","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101038-LoF.wav","IRON05_20210730_101038-LoF.wav",NA,1,"",NA,66.53,"Laci","Laci","0.9609","v.4.4.5"
"4229","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101055-noID.wav","IRON05_20210730_101055-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4230","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101112-LoF.wav","IRON05_20210730_101112-LoF.wav",NA,NA,"",NA,50.87,"","","","v.4.4.5"
"4231","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101129-noID.wav","IRON05_20210730_101129-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4232","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101146-noID.wav","IRON05_20210730_101146-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4233","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101203-LoF.wav","IRON05_20210730_101203-LoF.wav",NA,NA,"",NA,66.53,"","","","v.4.4.5"
"4234","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101220-noID.wav","IRON05_20210730_101220-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4235","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101237-Laci.wav","IRON05_20210730_101237-Laci.wav",NA,1,"",NA,69.54,"Laci","Laci","0.9963","v.4.4.5"
"4236","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101254-noID.wav","IRON05_20210730_101254-noID.wav",NA,NA,"",NA,60.16,"","","","v.4.4.5"
"4237","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101311-Laci.wav","IRON05_20210730_101311-Laci.wav",NA,1,"",NA,30.02,"","","NaN/NaN","v.4.4.5"
"4238","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101328-Laci.wav","IRON05_20210730_101328-Laci.wav",NA,1,"",NA,27.79,"Laci","Laci","0.9966","v.4.4.5"
"4239","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101345-noID.wav","IRON05_20210730_101345-noID.wav",NA,NA,"",NA,74.4,"","","","v.4.4.5"
"4240","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101402-LoF.wav","IRON05_20210730_101402-LoF.wav",NA,NA,"",NA,79.53,"","","","v.4.4.5"
"4241","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101419-noID.wav","IRON05_20210730_101419-noID.wav",NA,1,"",NA,66.21,"","","NaN/NaN","v.4.4.5"
"4242","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101436-noID.wav","IRON05_20210730_101436-noID.wav",NA,NA,"",NA,53.64,"","","","v.4.4.5"
"4243","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101453-noID.wav","IRON05_20210730_101453-noID.wav",NA,NA,"",NA,53.22,"","","","v.4.4.5"
"4244","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101510-Laci.wav","IRON05_20210730_101510-Laci.wav",NA,1,"",NA,69.89,"","","NaN/NaN","v.4.4.5"
"4245","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101527-noID.wav","IRON05_20210730_101527-noID.wav",NA,1,"",NA,62.33,"Laci","Laci","0.9456","v.4.4.5"
"4246","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101544-noID.wav","IRON05_20210730_101544-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4247","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101601-noID.wav","IRON05_20210730_101601-noID.wav",NA,NA,"",NA,56.71,"","","","v.4.4.5"
"4248","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101618-noID.wav","IRON05_20210730_101618-noID.wav",NA,NA,"",NA,67.83,"","","","v.4.4.5"
"4249","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101635-noID.wav","IRON05_20210730_101635-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4250","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101652-noID.wav","IRON05_20210730_101652-noID.wav",NA,1,"",NA,29.52,"","","NaN/NaN","v.4.4.5"
"4251","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101709-Laci.wav","IRON05_20210730_101709-Laci.wav",NA,1,"",NA,68.37,"","","NaN/NaN","v.4.4.5"
"4252","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101726-noID.wav","IRON05_20210730_101726-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4253","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101743-noID.wav","IRON05_20210730_101743-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4254","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101800-LoF.wav","IRON05_20210730_101800-LoF.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4255","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101817-noID.wav","IRON05_20210730_101817-noID.wav",NA,NA,"",NA,70.6,"","","","v.4.4.5"
"4256","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101834-noID.wav","IRON05_20210730_101834-noID.wav",NA,1,"",NA,58.14,"","","NaN/NaN","v.4.4.5"
"4257","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101851-LoF.wav","IRON05_20210730_101851-LoF.wav",NA,1,"",NA,59.65,"","","NaN/NaN","v.4.4.5"
"4258","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101908-noID.wav","IRON05_20210730_101908-noID.wav",NA,1,"",NA,63.19,"Laci","Laci","0.9900","v.4.4.5"
"4259","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101925-noID.wav","IRON05_20210730_101925-noID.wav",NA,NA,"",NA,61.78,"","","","v.4.4.5"
"4260","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101942-noID.wav","IRON05_20210730_101942-noID.wav",NA,1,"",NA,56.81,"","","NaN/NaN","v.4.4.5"
"4261","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_101959-noID.wav","IRON05_20210730_101959-noID.wav",NA,1,"",NA,57.34,"","","NaN/NaN","v.4.4.5"
"4262","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102016-noID.wav","IRON05_20210730_102016-noID.wav",NA,1,"",NA,59.65,"Laci","Laci","0.9491","v.4.4.5"
"4263","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102033-noID.wav","IRON05_20210730_102033-noID.wav",NA,1,"",NA,65.27,"Laci","Laci","0.9970","v.4.4.5"
"4264","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102050-LoF.wav","IRON05_20210730_102050-LoF.wav",NA,1,"",NA,19.41,"Laci","Laci","0.9961","v.4.4.5"
"4265","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102107-noID.wav","IRON05_20210730_102107-noID.wav",NA,1,"",NA,62.9,"Laci","Laci/","1.00/0.00","v.4.4.5"
"4266","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102125-noID.wav","IRON05_20210730_102125-noID.wav",NA,NA,"",NA,58.14,"","","","v.4.4.5"
"4267","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102142-noID.wav","IRON05_20210730_102142-noID.wav",NA,1,"",NA,60.16,"","","NaN/NaN","v.4.4.5"
"4268","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102200-LoF.wav","IRON05_20210730_102200-LoF.wav",NA,1,"",NA,59.14,"Laci","Laci","0.9685","v.4.4.5"
"4269","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102217-Laci.wav","IRON05_20210730_102217-Laci.wav",NA,1,"",NA,31.54,"","","NaN/NaN","v.4.4.5"
"4270","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102234-LoF.wav","IRON05_20210730_102234-LoF.wav",NA,1,"",NA,57.66,"Laci","Laci","0.9976","v.4.4.5"
"4271","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102251-LoF.wav","IRON05_20210730_102251-LoF.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4272","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102308-noID.wav","IRON05_20210730_102308-noID.wav",NA,1,"",NA,35.85,"","","NaN/NaN","v.4.4.5"
"4273","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102325-noID.wav","IRON05_20210730_102325-noID.wav",NA,1,"",NA,47.5,"","","NaN/NaN","v.4.4.5"
"4274","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102342-LoF.wav","IRON05_20210730_102342-LoF.wav",NA,NA,"",NA,54.05,"","","","v.4.4.5"
"4275","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102359-noID.wav","IRON05_20210730_102359-noID.wav",NA,1,"",NA,61.23,"","","NaN/NaN","v.4.4.5"
"4276","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102416-Laci.wav","IRON05_20210730_102416-Laci.wav",NA,1,"",NA,62.05,"","","NaN/NaN","v.4.4.5"
"4277","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102433-noID.wav","IRON05_20210730_102433-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4278","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102450-Laci.wav","IRON05_20210730_102450-Laci.wav",NA,1,"",NA,5.5,"Laci","Laci","0.9972","v.4.4.5"
"4279","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102507-Laci.wav","IRON05_20210730_102507-Laci.wav",NA,1,"",NA,52.25,"","","NaN/NaN","v.4.4.5"
"4280","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102524-LoF.wav","IRON05_20210730_102524-LoF.wav",NA,1,"",NA,69.42,"Laci","Laci","0.9998","v.4.4.5"
"4281","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102541-Laci.wav","IRON05_20210730_102541-Laci.wav",NA,1,"",NA,60.16,"Laci","Laci","0.9527","v.4.4.5"
"4282","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102558-Laci.wav","IRON05_20210730_102558-Laci.wav",NA,1,"",NA,69.54,"Laci","Laci","0.9975","v.4.4.5"
"4283","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102615-LoF.wav","IRON05_20210730_102615-LoF.wav",NA,1,"",NA,65.89,"Laci","Laci","0.9960","v.4.4.5"
"4284","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102632-LoF.wav","IRON05_20210730_102632-LoF.wav",NA,1,"",NA,70.24,"","","NaN/NaN","v.4.4.5"
"4285","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102649-Laci.wav","IRON05_20210730_102649-Laci.wav",NA,1,"",NA,62.9,"Laci","Laci","0.9652","v.4.4.5"
"4286","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102706-noID.wav","IRON05_20210730_102706-noID.wav",NA,NA,"",NA,64.66,"","","","v.4.4.5"
"4287","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102723-noID.wav","IRON05_20210730_102723-noID.wav",NA,NA,"",NA,70.6,"","","","v.4.4.5"
"4288","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102740-LoF.wav","IRON05_20210730_102740-LoF.wav",NA,1,"",NA,79.53,"Laci","Laci","0.9556","v.4.4.5"
"4289","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102757-LoF.wav","IRON05_20210730_102757-LoF.wav",NA,1,"",NA,71.7,"","","NaN/NaN","v.4.4.5"
"4290","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102814-noID.wav","IRON05_20210730_102814-noID.wav",NA,NA,"",NA,69.19,"Laci","Laci","0.9636","v.4.4.5"
"4291","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102831-noID.wav","IRON05_20210730_102831-noID.wav",NA,1,"",NA,76.31,"","","NaN/NaN","v.4.4.5"
"4292","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102848-LoF.wav","IRON05_20210730_102848-LoF.wav",NA,NA,"",NA,73.61,"","","","v.4.4.5"
"4293","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102905-noID.wav","IRON05_20210730_102905-noID.wav",NA,1,"",NA,66.85,"","","NaN/NaN","v.4.4.5"
"4294","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102922-noID.wav","IRON05_20210730_102922-noID.wav",NA,1,"",NA,66.1,"","","NaN/NaN","v.4.4.5"
"4295","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102939-noID.wav","IRON05_20210730_102939-noID.wav",NA,1,"",NA,47.39,"","","NaN/NaN","v.4.4.5"
"4296","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_102956-noID.wav","IRON05_20210730_102956-noID.wav",NA,1,"",NA,68,"","","NaN/NaN","v.4.4.5"
"4297","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103013-noID.wav","IRON05_20210730_103013-noID.wav",NA,1,"",NA,66.15,"","","NaN/NaN","v.4.4.5"
"4298","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103030-noID.wav","IRON05_20210730_103030-noID.wav",NA,1,"",NA,61.78,"Laci","Laci","0.9372","v.4.4.5"
"4299","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103047-noID.wav","IRON05_20210730_103047-noID.wav",NA,NA,"",NA,72.07,"","","","v.4.4.5"
"4300","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103104-noID.wav","IRON05_20210730_103104-noID.wav",NA,1,"",NA,67.17,"Laci","Laci","0.9507","v.4.4.5"
"4301","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103121-Laci.wav","IRON05_20210730_103121-Laci.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4302","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103138-noID.wav","IRON05_20210730_103138-noID.wav",NA,NA,"",NA,64.66,"Laci","Laci","0.9096","v.4.4.5"
"4303","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103155-noID.wav","IRON05_20210730_103155-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4304","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103212-noID.wav","IRON05_20210730_103212-noID.wav",NA,1,"",NA,64.06,"Laci","Laci","0.9970","v.4.4.5"
"4305","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103229-noID.wav","IRON05_20210730_103229-noID.wav",NA,1,"",NA,4.29,"Laci","Laci","0.9029","v.4.4.5"
"4306","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103246-noID.wav","IRON05_20210730_103246-noID.wav",NA,1,"",NA,50.63,"","","NaN/NaN","v.4.4.5"
"4307","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103303-noID.wav","IRON05_20210730_103303-noID.wav",NA,1,"",NA,8.42,"","","NaN/NaN","v.4.4.5"
"4308","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103320-LoF.wav","IRON05_20210730_103320-LoF.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
"4309","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103337-noID.wav","IRON05_20210730_103337-noID.wav",NA,1,"",NA,72.07,"","","NaN/NaN","v.4.4.5"
"4310","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103354-noID.wav","IRON05_20210730_103354-noID.wav",NA,NA,"",NA,70.6,"","","","v.4.4.5"
"4311","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103411-noID.wav","IRON05_20210730_103411-noID.wav",NA,1,"",NA,49.6,"","","NaN/NaN","v.4.4.5"
"4312","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103428-noID.wav","IRON05_20210730_103428-noID.wav",NA,1,"",NA,74.4,"Laci","Laci/","1.00/0.00","v.4.4.5"
"4313","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103502-noID.wav","IRON05_20210730_103502-noID.wav",NA,1,"",NA,72.07,"Laci","Laci","0.9426","v.4.4.5"
"4314","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103519-noID.wav","IRON05_20210730_103519-noID.wav",NA,NA,"",NA,76.03,"","","","v.4.4.5"
"4315","Z:\PioneerLights_2021\iron05\sm4\07292021\SDHC\Data\IRON05_20210730_103536-noID.wav","IRON05_20210730_103536-noID.wav",NA,NA,"",NA,Inf,"","","","v.4.4.5"
